#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,Spent time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Description
55843,Base Distribution,Task,"",Rejected,Should have,DefaultValue for NodeType-Property of type of boolean has no effect,Carsten Bleicker,"",2014-06-25 12:59,"","",2014-02-10,"","",0.00,0,2014-02-10 08:12,"","",1536600,"","'Foo:Bar':
  superTypes: ['TYPO3.Neos.NodeTypes:Page']
  properties:
    _hiddenInIndex:
      defaultValue: TRUE



defaultValue: TRUE has no effect on Checkbox of Inspector-Panel.

I would expect it is checked."
55920,Base Distribution,Story,Epic #55813: Access Control Lists,Closed,Should have,TYPO3CR ACL,Rens Admiraal,"",2014-03-24 12:55,"","",2014-02-12,"","",0.00,0,2014-02-12 06:10,"","",2958700,"","It's currently not possible to restrict access on the Neos node tree.

TYPO3 CMS
In TYPO3 CMS there are two ways to control access over pages and content:

With the so called ""DB Mounts"" it's possible to grant users/groups general access to a page (and all its subpages):

!ACL_DB_Mounts.png!

Furthermore it's possible to fine-tune permissions via the ""Access module"":

!ACL_Page_Permissions.png!

+ Great control over permission levels
+ Nice AJAX interface
- Hard to get it right from the beginning (mostly due to the ""distance"" between DB Mounts and ACL settings)

(to be continued)
"
56534,Base Distribution,Task,"",Resolved,Should have,ResourceCache stores schemas even if the content is not valid json,Rens Admiraal,"",2014-03-07 05:36,"","",2014-03-04,"","",0.00,100,2014-03-04 08:46,"","",1570850,"","When a schema is fetched from the server the json is stored in the ResourceCache. Currently there's no check whatsoever if the return value is valid json yes or no.

As in some cases it happens the server returns HTML (for example if the session is expired) the ResourceCache stores invalid values, which are stored in the browser and can not easily be cleared by the user. "
57698,Base Distribution,Task,"",New,Must have,Adding two Plugins on Page not possible because one affects the other.,Carsten Bleicker,"",2014-04-07 03:40,"","",2014-04-06,"","",0.00,0,2014-04-06 16:26,"","",1628750,"","Having two different controllers. Both having two actions.
- FooController->indexAction()
- BarController->indexAction()
- FooController->showAction()
- BarController->showAction()

Those are published by ts prototype wich are siblings of TYPO3.Neos:Plugin.
IndexAction having in their templates links to call the showAction().
Click on Link of FooController should only switch the Foo Plugin to showAction.
But both Foo- AND BarController switching to showAction.

Example code: https://gist.github.com/pumatertion/c8223b815b7b2b02132c

The generated URI of FooController Link looks like this:
dev.neos.local/example.html?--typo3_neos_nodetypes-page[%40package]=acme.foo&--typo3_neos_nodetypes-page[%40controller]=foo&--typo3_neos_nodetypes-page[%40action]=show

The generated URI of BarController Link looks like this:
dev.neos.local/example.html?--typo3_neos_nodetypes-page[%40package]=acme.foo&--typo3_neos_nodetypes-page[%40controller]=bar&--typo3_neos_nodetypes-page[%40action]=show

"
57822,Base Distribution,Task,"",Resolved,Should have,Enabled content cache and uncached prototype throwing exception,Carsten Bleicker,"",2014-04-11 06:45,"",1.1,2014-04-11,"","",0.00,0,2014-04-11 05:50,"","",1634950,"","prototype(PIPEU.Site:SimpleBasket) < prototype(TYPO3.TypoScript:Template)
prototype(PIPEU.Site:SimpleBasket) {
	templatePath = 'resource://PIPEU.Site/Private/Templates/TypoScriptObjects/SimpleBasket.html'
	partialRootPath = 'resource://PIPEU.Site/Private/Partials'
	basketNode = ${q(site).find('basket').get(0)}

	@cache {
		mode = 'uncached'
		context {
			1 = 'documentNode'
		}
	}
}


its used like this:
page{
  parts{
    simpleBasket = PIPEU.Site:SimpleBasket
  }
}


Exception:
Uncaught exception #1332491864 in line 195 of /Users/pumatertion/Sites/neos.pipeu/Data/Temporary/Development/Cache/Code/Flow_Object_Classes/TYPO3_Eel_FlowQuery_FlowQuery.php: No operation which satisfies the runtime constraints found for ""find""."
58186,Base Distribution,Task,"",Needs Feedback,Must have,Neos with HTTPS not possible,Peter Schuhmann,Peter Schuhmann,2014-04-25 05:53,"",1.1,2014-04-25,"","",0.00,0,2014-04-25 05:50,"","",1653100,"","All template resources (css, js...) are included with baseurl including ""http://"" which will result in an ""insecure content"" error.

Fix could be to include all resources without baseurl and/or without ""http:"" "
58188,Base Distribution,Task,"",New,Must have,"Error ""Server communication error: Internal Server Error"" when changing URL",Peter Schuhmann,"",2014-04-25 06:00,"",1.1,2014-04-25,"","",0.00,0,2014-04-25 06:00,"","",1653200,"","1) change URL
2) Apply changes
2) publish it 
-> Error

Log:
Uncaught exception #1 in line 240 of /neos/Data/Temporary/Development/Cache/Code/Flow_Object_Classes/TYPO3_Neos_Service_PublishingService.php: Catchable Fatal Error: Argument 1 passed to TYPO3\Neos\Service\PublishingService::publishNode() must implement interface TYPO3\TYPO3CR\Domain\Model\NodeInterface, null given, called in /neos/Data/Temporary/Development/Cache/Code/Flow_Object_Classes/TYPO3_TYPO3CR_Service_PublishingService.php on line 118 and defined in /neos/Data/Temporary/Development/Cache/Code/Flow_Object_Classes/TYPO3_Neos_Service_PublishingService.php line 240"
58195,Base Distribution,Task,"",New,Should have,header tag inlineeditable but not aloha settings,Carsten Bleicker,"",2014-04-25 14:06,"","",2014-04-25,"","",0.00,0,2014-04-25 14:06,"","",1653550,"","{neos:contentElement.editable(property: 'title', tag:'header')}

i can edit the title, but having no formatting options :("
59131,Base Distribution,Task,"",Rejected,Must have,Wrong routes in Neos 1.1.0-Beta3,Christian Albrecht,"",2014-06-03 15:30,Setup,1.1,2014-05-27,"","",0.00,0,2014-05-27 03:26,"","",1700000,"","Hi i found a bug in neos 1.1.0-Beta3
In Configuration/Routes.yaml is the default route for the Welcome Package of Flow.
Here should be the default route of Neos

MfG"
59772,Base Distribution,Task,"",Closed,Should have,"Improve UI of ""Insert link"" feature",Leon de Rijke,"",2014-07-07 17:31,"","",2014-06-21,"","",0.00,0,2014-06-21 12:51,"","",1731950,"","After selecting text it is possible to add a link via the ""Insert link"" icon. Clicking the icon opens a text input prefilled with ""http://"". Currently it is unclear that it is possible to search for nodes by typing.

Maybe the placeholder text should be changed to make this clear."
